agenda,dkod,nazev,metodika
320,D320.76,B.II.28. Krátkodobé poskytnuté zálohy na transfery,
320,D320.77,B.II.29. Krátkodobé zprostředkování transferů,
320,D320.78,B.II.30. Náklady příštích období,
320,D320.79,B.II.31. Příjmy příštích období,
320,D320.80,B.II.32. Dohadné účty aktivní,
320,D320.81,B.II.33. Ostatní krátkodobé pohledávky,
320,D320.82,B.III. Krátkodobý finanční majetek,
320,D320.83,B.III.1. Majetkové cenné papíry k obchodování,
320,D320.84,B.III.2. Dluhové cenné papíry k obchodování,
320,D320.85,B.III.3. Jiné cenné papíry,
320,D320.86,B.III.4. Termínované vklady krátkodobé,
320,D320.87,B.III.5. Jiné běžné účty,
320,D320.88,B.III.9. Běžný účet,
320,D320.89,B.III.11. Základní běžný účet územních samosprávných celků,
320,D320.90,B.III.12. Běžné účty fondů územních samosprávných celků,
320,D320.91,B.III.15. Ceniny,
320,D320.92,B.III.16. Peníze na cestě,
320,D320.93,B.III.17. Pokladna,
320,D320.94,PASIVA Pasiva celkem,
320,D320.95,C. Vlastní kapitál,
320,D320.96,C.I. Jmění účetní jednotky a upravující položky,
320,D320.97,C.I.1. Jmění účetní jednotky,
320,D320.98,C.I.3. Transfery na pořízení dlouhodobého majetku,
320,D320.99,C.I.4. Kurzové rozdíly,
320,D320.100,C.I.5. Oceňovací rozdíly při prvotním použití metody,
320,D320.101,C.I.6. Jiné oceňovací rozdíly,
320,D320.102,C.I.7. Opravy předcházejících účetních období,
320,D320.103,C.II. Fondy účetní jednotky,
320,D320.104,C.II.6. Ostatní fondy,
320,D320.105,C.III. Výsledek hospodaření,
320,D320.106,C.III.1. Výsledek hospodaření běžného účetního období,
320,D320.107,C.III.2. Výsledek hospodaření ve schvalovacím řízení,
320,D320.108,C.III.3. Výsledek hospodaření předcházejících účetních období,
320,D320.109,D. Cizí zdroje,
320,D320.110,D.I. Rezervy,
320,D320.111,D.I.1. Rezervy,
320,D320.112,D.II. Dlouhodobé závazky,
320,D320.113,D.II.1. Dlouhodobé úvěry,
320,D320.114,D.II.2. Přijaté návratné finanční výpomoci dlouhodobé,
320,D320.115,D.II.3. Dlouhodobé závazky z vydaných dluhopisů,
320,D320.116,D.II.4. Dlouhodobé přijaté zálohy,
320,D320.117,D.II.5. Dlouhodobé závazky z ručení,
320,D320.118,D.II.6. Dlouhodobé směnky k úhradě,
320,D320.119,D.II.7. Ostatní dlouhodobé závazky,
320,D320.120,D.II.8. Dlouhodobé přijaté zálohy na transfery,
320,D320.121,D.III. Krátkodobé závazky,
320,D320.122,D.III.1. Krátkodobé úvěry,
320,D320.123,D.III.2. Eskontované krátkodobé dluhopisy (směnky),
320,D320.124,D.III.3. Krátkodobé závazky z vydaných dluhopisů,
320,D320.125,D.III.4. Jiné krátkodobé půjčky,
320,D320.126,D.III.5. Dodavatelé,
320,D320.127,D.III.6. Směnky k úhradě,
320,D320.128,D.III.7. Krátkodobé přijaté zálohy,
320,D320.129,D.III.8. Závazky z dělené správy,
320,D320.130,D.III.9. Přijaté návratné finanční výpomoci krátkodobé,
320,D320.131,D.III.10. Zaměstnanci,
320,D320.132,D.III.11. Jiné závazky vůči zaměstnancům,
320,D320.133,D.III.12. Sociální zabezpečení,
320,D320.134,D.III.13. Zdravotní pojištění,
320,D320.135,D.III.14. Důchodové spoření,
320,D320.136,D.III.15. Daň z příjmů,
320,D320.137,"D.III.16. Ostatní daně, poplatky a jiná obdobná peněžitá plnění",
320,D320.138,D.III.17. Daň z přidané hodnoty,
320,D320.139,D.III.18. Závazky k osobám mimo vybrané vládní instituce,
320,D320.140,D.III.19. Závazky k vybraným ústředním vládním institucím,
320,D320.141,D.III.20. Závazky k vybraným místním vládním institucím,
320,D320.142,D.III.27. Krátkodobé závazky z ručení,
320,D320.143,D.III.28. Pevné termínové operace a opce,
320,D320.144,D.III.29. Závazky z neukončených finančních operací,
320,D320.145,D.III.30. Závazky z finančního zajištění,
320,D320.146,D.III.31. Závazky z upsaných nesplacených cenných papírů a podílů,
320,D320.147,D.III.32. Krátkodobé přijaté zálohy na transfery,
320,D320.148,D.III.33. Krátkodobé zprostředkování transferů,
320,D320.149,D.III.35. Výdaje příštích období,
320,D320.150,D.III.36. Výnosy příštích období,
320,D320.151,D.III.37. Dohadné účty pasivní,
320,D320.152,D.III.38. Ostatní krátkodobé závazky,
340,D340.1,Běžné příjmy celkem,Vzorec: D340.2+D340.3+D340.4.1
340,D340.2,Daňové příjmy,Třída 1
340,D340.2.1,Daně z příjmů fyzických osob,"Podseskupení položek 111
Vzorec: D360.1111+D360.1112+D360.1113"
340,D340.2.2,Daně z příjmů právnických osob,"Podseskupení položek 112
Vzorec: D360.1121+D360.1122"
340,D340.2.2.1,Daň z příjmů za obec,"položka 1122
Vzorec: D360.1122"
340,D340.2.3,Daň z přidané hodnoty,"položka 1211
Vzorec: D360.1211"
340,D340.2.4,Daň z nemovitých věcí,"položka 1511
Vzorec: D360.1511"
340,D340.2.5,Daň z hazardních her,"seskupení položek 138x
Vzorec: (D360.1381+D360.1382+D360.1383+D360.1385+D360.1386+D360.1387+D360.1388+D360.1389)"
340,D340.3,Nedaňové příjmy,Třída 2
340,D340.4.0,Přijaté dotace,Třída 4
340,D340.4.1,Běžné dotace,"Třída 4 - Investiční dotace - Konsolidace příjmů
Vzorec: D340.4.0-D340.5"
340,D340.4.2,pol. 4112 - NEINVestiční transfery ze SR v rámci SDV,"pol. 4112
Vzorec: D360.4112"
340,D340.4.3,pol. 4212 - INVestiční transfery ze SR v rámci SDV,"pol. 4212
Vzorec: D360.4212"
340,D340.5,Investiční přijaté transfery,Součet položek 42xx
340,D340.8,Běžné výdaje,Třída 5
340,D340.9,Z toho placené úroky,"Položka 5141
Vzorec: D360.5141"
340,D340.10,Z toho splátky leasingu,"Položka 5178
Vzorec: D360.5178"
340,D340.13,Hrubá bilance (saldo) BR,Vzorec: D340.1-D340.8
340,D340.14,Čistý přebytek BR,Vzorec: D340.13+D340.9+D340.10
340,D340.15,Uhrazené splátky dlouhodobých vydaných dluhopisů,"Položka 8122
Vzorec: D300.10"
340,D340.16,Uhrazené splátky dlouhodobých přijatých půjčených prostředků,"Položka 8124
Vzorec: D300.12"
340,D340.17,Dluhová služba města,Vzorec: D340.9+D340.10+D340.15-D340.16
340,D340.18,Podíl přebytku BR na běžných příjmech,Vzorec: D340.14/D340.1
340,D340.19,Ukazatel krytí dluhové služby,Vzorec: D340.14/D340.17
340,D340.20,Celkové kapitálové příjmy,Vzorec: D340.21+D340.5
340,D340.21,Kapitálové příjmy,Třída 3
340,D340.23,Kapitálové výdaje,Třída 6
340,D340.24,Bilance kapitálového rozpočtu,Vzorec: D340.20-D340.23
340,D340.25,Kapacita samofinancování,Vzorec: (D340.13+D340.20)/D340.23
340,D340.26,Ukazatel investiční aktivity,Vzorec: D340.23/(D340.8+D340.23)
340,D340.27,Odpisy dlouhodobého majetku,"účet 551 (Výkaz zisku a ztráty)
Vzorec: D310.29"
340,D340.28,Podíl kapitálových výdajů a odpisů,Vzorec: D340.23/D340.27
340,D340.30,Počet obyvatel obce včetně cizinců,Vzorec: D1.1
340,D340.31,Dlouhodobé úvěry,"účet 451
Vzorec: D320.113"
340,D340.32,Dlouhodobé závazky z vydaných dluhopisů,"účet 453
Vzorec: D300.23"
340,D340.33,Ostatní dlouhodobé dluhy a závazky,"účet 458, účet 459
Vzorec: D320.119"
340,D340.34,Zadluženost celkem,Vzorec: D340.31+D340.32+D340.33
340,D340.35,Zadluženost na jednoho obyvatele včetně cizinců,Vzorec: D340.34/D340.30
340,D340.50,RUD bez daně z nemovitých věcí,Vzorec: D340.2.1+D340.2.2+D340.2.2.1+D340.2.3
342,D342.1,Počet obyvatel,
342,D342.2,Celkové příjmy rozpočtu (konsolidované),"Příjmy jsou tvořené pouze takovými peněžními plněními, které mají nenávratný charakter (vč. přijatých splátek půjčených prostředků). Vzhledem k tomu, že rozpočtovou skladbou jsou označovány všechny pohyby na vybraných syntetických účtech, pomocí konsolidačních položek dochází k očišťování příjmů o takové pohyby peněžních prostředků, kdy organizace převádí peněžní prostředky mezi svými bankovními účty a nejedná se tak o standardní příjem. V příjmech nejsou zahrnuty operace z cizích nebo sdružených prostředků, ani příjmy z podnikatelské činnosti."
342,D342.3,Celkové výdaje rozpočtu (konsolidované),"Výdaje jsou tvořené pouze takovými peněžními plněními, které mají nenávratný charakter (s výjimkou půjčených prostředků jiným organizacím). Vzhledem k tomu, že rozpočtovou skladbou jsou označovány všechny pohyby na vybraných syntetických účtech, pomocí konsolidačních položek dochází k očišťování výdajů o takové pohyby peněžních prostředků, kdy organizace převádí peněžní prostředky mezi svými bankovními účty a nejedná se tak o standardní výdaj. Ve výdajích nejsou zahrnuty operace z cizích nebo sdružených prostředků, ani výdaje z podnikatelské činnosti."
342,D342.4,Saldo příjmů a výdajů rozpočtu (konsolidované),"Rozdíl mezi příjmy a výdaji. Kladnou hodnotou se rozumí přebytek, zápornou schodek. Hodnotě salda musí vždy odpovídat hodnota financování (s opačným znaménkem). Třída financování popisuje, jak bylo s přebytkem naloženo, nebo jak byl schodek kryt."
342,D342.5,Přijaté půjčené prostředky,Úhrn jistiny vydaných dluhopisů a jistin jiných přijatých půjčených prostředků v rámci příslušného kalendářního roku. Nezahrnuje přijaté prostředky v rámci řízení likvidity.
342,D342.6,Uhrazené úroky,"Hrazené úroky z půjčených peněžních prostředků. Nezahrnuje úrokové platby, které vstupují do pořizovací ceny dlouhodobého majetku."
342,D342.7,Uhrazené splátky jistin půjčených prostředků,Uhrazené splátky jistin vydaných dluhopisů a jiných přijatých půjčených prostředků v rámci příslušného kalendářního roku. Nezahrnuje vynaložené prostředky v rámci řízení likvidity.
342,D342.8,Dluhová služba celkem,Součet uhrazených úroků z přijatých půjčených prostředků a uhrazených splátek jistin vydaných dluhopisů a jiných přijatých půjčených prostředků.
342,D342.9,Majetek celkem,"Veškerý majetek, který organizace v drtivé většině případů používá pro svoji činnost, kterou je zejména poskytování veřejných statků a veřejných služeb daňovým poplatníkům. Jeho ocenění tedy není dáno jeho aktuální tržní hodnotou. Je dáno výší prostředků vynaložených na jeho získání, upravenou zejména o to, jak dlouho a jak intenzivně byl doposud tento majetek organizací používán. Jde o významnou informaci o kvalitě a rozsahu veřejných statků a veřejných služeb, které v budoucnu může organizace daňovým poplatníkům poskytovat."
342,D342.10,Dlouhodobý hmotný majetek,"Hmotný majetek, který organizace v drtivé většině případů používá pro svoji činnost po dobu delší než 12 měsíců, zejména pozemky, budovy, stroje a zařízení. Touto činností je zejména poskytování veřejných statků a veřejných služeb daňovým poplatníkům. Ocenění tohoto majetku tedy není dáno jeho aktuální tržní hodnotou. Je dáno výší prostředků vynaložených na jeho získání, upravenou o to, jak dlouho a jak intenzivně byl doposud tento majetek organizací používán. Jde o významnou informaci o kvalitě a rozsahu veřejných statků a veřejných služeb, které v budoucnu může organizace daňovým poplatníkům poskytovat."
342,D342.11,Pohledávky brutto,"Nominální výše pohledávek, včetně poskytnutých záloh, které organizaci vznikají z jejího veřejnoprávního postavení (např. vyměřené daně, pokuty, sankce či poplatky) i soukromoprávního postavení (např. pronájmy nemovitostí), a to bez ohledu na to, do kdy mají být tyto pohledávky organizaci uhrazeny či jinak splněny."
342,D342.12,Krátkodobé pohledávky brutto,"Nominální výše pohledávek, včetně poskytnutých záloh, které organizaci vznikají z jejího veřejnoprávního postavení (např. vyměřené daně, pokuty, sankce či poplatky) i soukromoprávního postavení (např. pronájmy nemovitostí), které mají být organizaci uhrazeny či jinak splněny do 12 měsíců."
342,D342.13,Krátkodobé pohledávky netto,"Výše pohledávek organizace, včetně poskytnutých záloh, které vznikly z jejího veřejnoprávního postavení (např. vyměřené daně, pokuty, sankce či poplatky) i soukromoprávního postavení (např. pronájmy nemovitostí), a to ve výši, které zohledňuje pravděpodobnost jejich neuhrazení či jiného nesplnění dlužníky. Pohledávky jsou tedy oceněny přibližně ve výši, ve které lze očekávat jejich skutečné uhrazení či jiné splnění ze strany dlužníků. Rozdíl oproti ""Krátkodobým pohledávkám brutto"" tedy naznačuje, jaké přibližně peněžní prostředky či jiné plnění nedokáže organizace od svých dlužníků získat, a to z důvodů subjektivních i objektivních."
342,D342.14,Krátkodobý finanční majetek,"Celkový objem majetku organizace, který je jednoduše a rychle převoditelný na hotové peníze, které mohou sloužit například k úhradě jejích splatných závzaků. Kromě peněžní hotovosti, peněz na bankovních účtech a cenin se také jedná o cenné papíry, do kterých organizace uložila volné peněžní prostředky za účelem jejich zhodnocení či zabránění jejich znehodnocení."
342,D342.15,Cizí zdroje celkem,"Celkový objem všech závazků organizace, včetně přijatých záloh, bez ohledu na to, do kdy je má organizace uhradit či jinak vypořádat, a to včetně těch závazků, jejichž výše se v budoucnu může změnit (zvýšit i snížit)."
342,D342.16,Dlouhodobé závazky,"Nominální výše závazků, včetně přijatých záloh, které má organizace uhradit či jinak vypořádat ne dříve než za 12 měsíců."
342,D342.17,Krátkodobé závazky,"Nominální výše závazků, včetně přijatých záloh, které má organizace uhradit či jinak vypořádat do 12 měsíců."
342,D342.18,Náklady,"Nákladem v případě organizace veřejného sektoru je snížení využitelnosti jejího majetku pro její činnost, kterou je zejména poskytování veřejných statků a veřejných služeb daňovým poplatníkům. K tomu dochází například fyzickým či morálním opotřebením majetku (budovy, automobily), jeho spotřebou (kancelářský materiál), darováním či jiným úbytkem (upuštění od vymáhání pohledávky či její odpuštění), ale také vznikem (nikoliv uhrazením) závazku, protože majetku organizace nebude možné využít pro zvýšení kvality či rozsahu poskytovaných veřejných statků a veřejných služeb, nýbrž jeho použitím bude muset organizace získat zdroje potřebné k uhrazení tohoto závazku. Náklad je komplexnější a přesnější informací pro sledování výkonnosti organizace než výdaj peněžních prostředků, protože i když náklad vzniknul, k výdaji peněžních prostředků dojít může i nemusí, a to navíc v různých obdobích. Náklady jsou přímo spojeny se zhoršením finanční situace organizace, bez ohledu na výši či změnu výše peněžních prostředků."
342,D342.19,Výnosy,"Výnosem v případě organizace veřejného sektoru je zvýšení využitelnosti jejího majetku pro její činnost, kterou je zejména poskytování veřejných statků a veřejných služeb daňovým poplatníkům. K tomu dochází ze strany organizací veřejného sektoru zejména na základě vyměření daní, poplatků či pokut, získání dotací, podpor nebo grantů a spíše v menší míře i podnikatelskou činností (pronájem nemovitostí). Tyto skutečnosti představují pro organizace veřejného sektoru získané zdroje, které by měly efektivně a účelně vynakládat za účelem zvýšení kvality či rozsahu veřejných statků či veřejných služeb, které poskytují. Proto jsou výnosy přímo spojeny se zlepšením finanční situace těchto organizací."
342,D342.20,Výsledek hospodaření,"V případě organizací veřejného sektoru, zejména organizací státní správy, je běžné, že výsledkem jejich hospodaření za příslušný rok je ztráta, neboť se jedná téměř vždy o organizace, jejichž smyslem existence není tvorba zisku, nýbrž poskytování veřejných statků a veřejných služeb daňovým poplatníkům. Je-li výsledkem hospodaření organizace za příslušný rok zisk, naznačuje to dobrou schopnost této organizace získávat a efektivně využívat zdroje nezbytné pro zajištění její činnosti. Pro přesnější posouzení je však nezbytné vzít do úvahy i další informace a ukazatele."
342,D342.21,Stav na bankovních účtech a pokladně,
342,D342.22,Stav na bankovních účtech a pokladně zřízených PO,
343,D343.1,Stav prostředků na běžných účtech celkem,k 31.12. příslušného roku FT řádek R
343,D343.2,"Hodnota ukazatele dle zákona o rozpočtové odpovědnosti ""fiskální pravidlo""",
343,D343.3,"Hodnota ukazatele Finančního zdraví (1=A, 2=B, 3=C, 4=D, 5=E, 6=F)",
343,D343.4,Podíl cizích zdrojů k celkovým aktivům (v %),
343,D343.5,Běžná likvidita,
343,D343.6,Oběžná aktiva,
343,D343.7,Rating (metodologie Slezská univerzita),
346,D346.1,Celková aktiva (Brutto),A - celkem
346,D346.2,Kladný rozdíl 8114+8113,
346,D346.3,Kladný rozdíl 8124+8123,
347,D347.1,50. Spotřebované nákupy,Vzorec: D310.3+D310.4+D310.5+D310.6+D310.7+D310.8+D310.9
347,D347.2,51. Služby,Vzorec: D310.10+D310.11+D310.12+D310.13+D310.14
347,D347.3,53. Osobní náklady,Vzorec: D310.15+D310.16+D310.17+D310.18+D310.19
347,D347.4,53. Daně a poplatky,Vzorec: D310.20+D310.21+D310.22
347,D347.5,54. Ostatní náklady,Vzorec: D310.24+D310.25+D310.26+D310.27+D310.28
347,D347.6,"55. Odpisy, rezervy a opravné položky",Vzorec: D310.29+D310.30+D310.31+D310.32+D310.33+D310.34+D310.35+D310.36+D310.37
347,D347.7,56. Finanční náklady,Vzorec: D310.39+D310.40+D310.41+D310.42+D310.43
347,D347.8,57. Náklady na transfery,Vzorec: D310.45
347,D347.9,59. Daň z příjmů,Vzorec: D310.46+D310.47
347,D347.10,61. Výnosy z vlastních výkonů a zboží,Vzorec: D310.51+D310.52+D310.53+D310.54+D310.55+D310.56+D310.57
347,D347.11,64. Ostatní výnosy,Vzorec: D310.58+D310.59+D310.60+D310.61+D310.62+D310.63+D310.64+D310.65+D310.66
347,D347.12,66. Finanční výnosy,Vzorec: D310.68+D310.69+D310.70+D310.71+D310.72+D310.73
347,D347.13,67. Výnosy z transferů,Vzorec: D310.75
347,D347.14,68. Výnosy ze sdílených daní,Vzorec: D310.77+D310.78+D310.79+D310.80+D310.81+D310.82
347,D347.15,VÝSLEDKE HOSPODAŘENÍ PŘED ZDANĚNÍM,Vzorec: D310.84
347,D347.16,VÝSLEDEK HOSPODAŘENÍ PO ZDANĚNÍ,Vzorec: D310.85
348,D348.1,AKTIVA CELKEM,Vzorec: D320.1
