agenda,dkod,nazev,metodika
62,D62.16.3,Náklady obce na svoz a nakládání s objemným odpadem v celých Kč. BEZ INVESTIC.,"SOUČET NÁKLADŮ MUSÍ ODPOVÍDAT CELKOVÝM VÝDAJŮM MĚSTA na nakládání s odpady. POKUD NĚKTERÉ KATEGORIE NEEVIDUJETE NEBO EVIDUJETE JINÝM ZPŮSOBEM, VYPLŇTE NULU A UVEĎTE TYTO NÁKLADY DO KATEGORIE ""OSTATNÍ"" (tak, aby celkový součet odpovídal celkovým výdajům vašeho města). Zdroj dat: Hlášení souhrnných údajů z průběžné evidence, List 5, tab. 11, řádek Sběr objemného odpadu, sloupec Náklady celkem (v celých Kč)."
62,D62.16.4,Náklady obce na nakládání se stavebním odpadem (pokud poskytuje občanům možnost odevzdat stavební odpad) v celých Kč. BEZ INVESTIC.,"SOUČET NÁKLADŮ MUSÍ ODPOVÍDAT CELKOVÝM VÝDAJŮM MĚSTA na nakládání s odpady. POKUD NĚKTERÉ KATEGORIE NEEVIDUJETE NEBO EVIDUJETE JINÝM ZPŮSOBEM, VYPLŇTE NULU A UVEĎTE TYTO NÁKLADY DO KATEGORIE ""OSTATNÍ"" (tak, aby celkový součet odpovídal celkovým výdajům vašeho města). Zdroj dat: Hlášení souhrnných údajů z průběžné evidence, List 5, tab. 11, řádek Sběr stavebních odpadů, sloupec Náklady celkem (v celých Kč)."
62,D62.16.5,Náklady obce na úklid veřejného prostranství a výsyp odpadkových košů v celých Kč. BEZ INVESTIC.,"SOUČET NÁKLADŮ MUSÍ ODPOVÍDAT CELKOVÝM VÝDAJŮM MĚSTA na nakládání s odpady. POKUD NĚKTERÉ KATEGORIE NEEVIDUJETE NEBO EVIDUJETE JINÝM ZPŮSOBEM, VYPLŇTE NULU A UVEĎTE TYTO NÁKLADY DO KATEGORIE ""OSTATNÍ"" (tak, aby celkový součet odpovídal celkovým výdajům vašeho města). Zdroj dat: Hlášení souhrnných údajů z průběžné evidence, List 5, tab. 11, součet nákladů (v celých Kč) v řádcích Úklid a vysypávání košů na veřejném prostranství a Úklid veřejných prostranství (smetky a odpady z literingu)."
62,D62.16.5.1,z toho náklady na výsyp a další nakládání s odpadem z odpadkových košů. BEZ INVESTIC.,"Uveďte, pokud jste schopni oddělit. Pokud neevidujete, vyplňte nulu."
62,D62.16.6,Náklady obce na odstranění černých skládek v celých Kč. BEZ INVESTIC.,"SOUČET NÁKLADŮ MUSÍ ODPOVÍDAT CELKOVÝM VÝDAJŮM MĚSTA na nakládání s odpady. POKUD NĚKTERÉ KATEGORIE NEEVIDUJETE NEBO EVIDUJETE JINÝM ZPŮSOBEM, VYPLŇTE NULU A UVEĎTE TYTO NÁKLADY DO KATEGORIE ""OSTATNÍ"" (tak, aby celkový součet odpovídal celkovým výdajům vašeho města). Zdroj dat: Hlášení souhrnných údajů z průběžné evidence, List 5, tab. 11, řádek Černé skládky, sloupec Náklady celkem (v celých Kč)."
62,D62.16.7,Náklady obce na svoz a odstranění nebezpečných odpadů v celých Kč. BEZ INVESTIC.,"SOUČET NÁKLADŮ MUSÍ ODPOVÍDAT CELKOVÝM VÝDAJŮM MĚSTA na nakládání s odpady. POKUD NĚKTERÉ KATEGORIE NEEVIDUJETE NEBO EVIDUJETE JINÝM ZPŮSOBEM, VYPLŇTE NULU A UVEĎTE TYTO NÁKLADY DO KATEGORIE ""OSTATNÍ"" (tak, aby celkový součet odpovídal celkovým výdajům vašeho města). Zdroj dat: Hlášení souhrnných údajů z průběžné evidence, List 5, tab. 11, řádek Sběr nebezpečných odpadů, sloupec Náklady celkem (v celých Kč)."
62,D62.16.8,Náklady obce na provoz sběrného dvora v celých Kč. BEZ INVESTIC.,"SOUČET NÁKLADŮ MUSÍ ODPOVÍDAT CELKOVÝM VÝDAJŮM MĚSTA na nakládání s odpady. POKUD NĚKTERÉ KATEGORIE NEEVIDUJETE NEBO EVIDUJETE JINÝM ZPŮSOBEM, VYPLŇTE NULU A UVEĎTE TYTO NÁKLADY DO KATEGORIE ""OSTATNÍ"" (tak, aby celkový součet odpovídal celkovým výdajům vašeho města). Zdroj dat: Hlášení souhrnných údajů z průběžné evidence, List 5, tab. 11, Další specifické náklady řádek Celkové náklady na provoz sběrného dvora(povoleného nebo sběrného místa), včetně nakládání s odpady, sloupec Náklady celkem (v celých Kč)."
62,D62.16.9,Náklady obce na svoz a nakládání s biologickým odpadem v celých Kč. BEZ INVESTIC.,"SOUČET NÁKLADŮ MUSÍ ODPOVÍDAT CELKOVÝM VÝDAJŮM MĚSTA na nakládání s odpady. POKUD NĚKTERÉ KATEGORIE NEEVIDUJETE NEBO EVIDUJETE JINÝM ZPŮSOBEM, VYPLŇTE NULU A UVEĎTE TYTO NÁKLADY DO KATEGORIE ""OSTATNÍ"" (tak, aby celkový součet odpovídal celkovým výdajům vašeho města). Zdroj dat: Hlášení souhrnných údajů z průběžné evidence, List 5, tab. 11, součet celkových nákladů (v celých Kč) v řádcích Sběr biologického odpadu (z domácností), Sběr jedlých tuků a olejů."
62,D62.16.10,Náklady na investice do odpadového hospodářství města,"Uveďte náklady na investice do odpadového hospodářství města - např. na budování kontejnerových stání, budování podzemních kontejnerů případně další náklady spojené s modernizací systému odpadového hospodářství města. Pokud jste uvedli výdaje, které byly zcela nebo částečně hrazeny z dotací , nezapomeňte je uvést také v příjmové části v řádku Ostatní příjmy. SOUČET NÁKLADŮ MUSÍ ODPOVÍDAT CELKOVÝM VÝDAJŮM MĚSTA na nakládání s odpady. POKUD NĚKTERÉ KATEGORIE NEEVIDUJETE NEBO EVIDUJETE JINÝM ZPŮSOBEM, VYPLŇTE NULU A UVEĎTE TYTO NÁKLADY DO KATEGORIE ""OSTATNÍ"" (tak, aby celkový součet odpovídal celkovým výdajům vašeho města). Zdroj dat: Hlášení souhrnných údajů z průběžné evidence, List 5, tab. 11, Další specifické náklady řádek Investiční náklady, sloupec Náklady celkem (v celých Kč)."
62,D62.16.11,Ostatní náklady v celých Kč,"Např. platby jiné obci za využití sběrného dvora, informační aktivity, náklady na sběr textilu. Do tohoto řádku NEUVÁDĚJTE náklady na odpady z údržby veřejné zeleně a náklady na administrativu."
62,D62.16.12,Náklady na odpady z údržby veřejné zeleně,"Zdroj dat: Hlášení souhrnných údajů z průběžné evidence, List 5, tab. 11, Další specifické náklady, řádek Odpady z údržby veřejné zeleně, Sloupec Náklady celkem (v celých Kč)."
62,D62.16.13,Náklady obce na provoz komunitní kompostárny v celých Kč,Zdroj dat:
62,D62.17,Příjmy obce v oblasti odpadového hospodářství v celých Kč - AUTOMATICKÝ SOUČET PŘÍJMŮ NÍŽE,Vzorec: D62.17.1+D62.17.2+D62.17.3+D62.17.4+D62.17.5+D62.17.6+D62.17.7+D62.17.8
62,D62.17.1,"Poplatek za komunální odpad, který od občanů obec vybírá („Poplatek za obecní systém odpadového hospodářství“ nebo „Poplatek za odkládání komunálního odpadu z nemovité věci“) v celých Kč (roční plnění)","Údaje se automaticky importují z agendy 37. Místní poplatky
Vzorec: (D37.45+D37.48.5)*1000"
62,D62.17.2,Příjmy obce za úhradu za zapojení živnostníků do obecního systému v celých Kč,"SOUČET PŘÍJMŮ MUSÍ ODPOVÍDAT CELKOVÝM PŘÍJMŮM MĚSTA za činnosti související s nakládáním s odpady. POKUD NĚKTERÉ KATEGORIE NEEVIDUJETE NEBO EVIDUJETE JINÝM ZPŮSOBEM, VYPLŇTE NULU A UVEĎTE TYTO PŘÍJMY DO KATEGORIE ""OSTATNÍ"" (tak, aby celkový součet odpovídal celkovým příjmům vašeho města). Zdroj dat: Hlášení souhrnných údajů z průběžné evidence, List 5, tabulka 13, řádek Úhrada za zapojení původců do obecního systému."
62,D62.17.3,Příjmy obce z prodeje využitelných recyklovatelných složek odpadů v celých Kč,"SOUČET PŘÍJMŮ MUSÍ ODPOVÍDAT CELKOVÝM PŘÍJMŮM MĚSTA za činnosti související s nakládáním s odpady. POKUD NĚKTERÉ KATEGORIE NEEVIDUJETE NEBO EVIDUJETE JINÝM ZPŮSOBEM, VYPLŇTE NULU A UVEĎTE TYTO PŘÍJMY DO KATEGORIE ""OSTATNÍ"" (tak, aby celkový součet odpovídal celkovým příjmům vašeho města). Zdroj dat: Hlášení souhrnných údajů z průběžné evidence, List 5, tabulka 13, řádek Výnosy z prodeje využitelných odpadů (druhotných surovin)."
62,D62.17.4,Příjmy obce od autorizovaných obalových společností za obalové odpady nebo od kolektivních systémů za zpětný odběr výrobků s ukončenou životností v celých Kč,"SOUČET PŘÍJMŮ MUSÍ ODPOVÍDAT CELKOVÝM PŘÍJMŮM MĚSTA za činnosti související s nakládáním s odpady. POKUD NĚKTERÉ KATEGORIE NEEVIDUJETE NEBO EVIDUJETE JINÝM ZPŮSOBEM, VYPLŇTE NULU A UVEĎTE TYTO PŘÍJMY DO KATEGORIE ""OSTATNÍ"" (tak, aby celkový součet odpovídal celkovým příjmům vašeho města). Zdroj dat: Hlášení souhrnných údajů z průběžné evidence, List 5, tabulka 13, součet příjmů v řádcích Příjmy od autorizovaných obalových společností za obalové odpady a Příjmy od kolektivních systémů (výrobců) za zpětný odběr výrobků s ukončenou životností."
62,D62.17.5,"Příjmy obce od jiných obcí, pokud jim poskytuje část kapacity sběrného dvora (úhrada za využívání sběrného dvora) v celých Kč","SOUČET PŘÍJMŮ MUSÍ ODPOVÍDAT CELKOVÝM PŘÍJMŮM MĚSTA za činnosti související s nakládáním s odpady. POKUD NĚKTERÉ KATEGORIE NEEVIDUJETE NEBO EVIDUJETE JINÝM ZPŮSOBEM, VYPLŇTE NULU A UVEĎTE TYTO PŘÍJMY DO KATEGORIE ""OSTATNÍ"" (tak, aby celkový součet odpovídal celkovým příjmům vašeho města). Zdroj dat: Hlášení souhrnných údajů z průběžné evidence, List 5, tabulka 13, řádek Příjmy od jiných obcí (za využívání sběrného dvora)."
62,D62.17.6,Příjmy obce z poplatků za ukládání odpadu (pokud má na svém území skládku) v celých Kč,"SOUČET PŘÍJMŮ MUSÍ ODPOVÍDAT CELKOVÝM PŘÍJMŮM MĚSTA za činnosti související s nakládáním s odpady. POKUD NĚKTERÉ KATEGORIE NEEVIDUJETE NEBO EVIDUJETE JINÝM ZPŮSOBEM, VYPLŇTE NULU A UVEĎTE TYTO PŘÍJMY DO KATEGORIE ""OSTATNÍ"" (tak, aby celkový součet odpovídal celkovým příjmům vašeho města). Zdroj dat: Hlášení souhrnných údajů z průběžné evidence, List 5, tabulka 13, řádek Příjmy z poplatku za ukládání odpadu na skládku (pokud je obec příjemcem poplatku)."
62,D62.17.7,Příjmy obce z prodeje movitých věcí v rámci re-use centra v celých Kč,"POKUD NĚKTERÉ KATEGORIE NEEVIDUJETE NEBO EVIDUJETE JINÝM ZPŮSOBEM, VYPLŇTE NULU A UVEĎTE TYTO PŘÍJMY DO KATEGORIE ""OSTATNÍ"" (tak, aby celkový součet odpovídal celkovým příjmům vašeho města). Zdroj dat: Hlášení souhrnných údajů z průběžné evidence, List 5, tabulka 13, řádek Výnosy z prodeje movitých věcí (re-use centra apod.)"
62,D62.17.8,Ostatní příjmy v celých Kč,"Např. výnosy ze sběru textilu, výnosy ze sběru odpadu jedlých tuků a olejů. Zdroj dat: Hlášení souhrnných údajů z průběžné evidence, List 5, tabulka 13, případně evidence úřadu o dalších příjmech souvisejících s odpadovým hospodářstvím obce."
63,D63.1,Příjem z daně z nemovitých věcí,Vzorec: D360.1511
63,D63.2,Výše základního koeficientu obce pro stanovení daně z pozemků,"(§6 zákona o dani z nemovitých věcí)
https://adisspr.mfcr.cz/dpr/adis/idpr_reg/dne/koef/vyhledani.faces"
63,D63.2.0,"Má obec zaveden koeficient 1,5 dle § 11 odst. 3b","0 - NE, 1 - ANO koeficient dle § 11 odst. 6 - koef. 1,5 pro podnikatelské stavby, rodinou rekreaci a garáže (od roku 2024 zrušen)"
63,D63.3,Výše základního koeficientu obce pro stanovení daně ze staveb a jednotek,"(§11 zákona o dani z nemovitých věcí)
https://adisspr.mfcr.cz/dpr/adis/idpr_reg/dne/koef/vyhledani.faces"
63,D63.4,Výše místního koeficientu,"(§12 zákona o dani z nemovitých věcí). Pokud obec využívá více místních koeficientů pro jednotlivé druhy pozemků či staveb, uveďte hodnotu převažujícího koeficientu.
https://adisspr.mfcr.cz/dpr/adis/idpr_reg/dne/koef/vyhledani.faces"
63,D63.4.1,Uplatňujete více místních koeficientů,"ANO = 1, NE = 0"
63,D63.5,Počet km čtverečních obce,"Počet km čtverečních obce - správní obvod obce s pověřením I. stupně; k 31. 12. sledovaného roku.
Vzorec: D1.13"
63,D63.6,Počet staveb v obci,"Vyplňte souhrnnou hodnotu z: https://vdp.cuzk.cz/vdp/ruian Sečíst objekty s č.p. a s č. ev. ~~a bez čísla~~, za všechna katastrální území v obci. (Pozn. po změně vyhledávače v RUIANu, kdy nelze filtrovat stavby bez čp/čo, tyto nesledujeme)."
63,D63.7,Právní předpis obce k úpravě koeficientů daně z nemovitých věcí,"1 - vyhláška, 2 - opatření obecné povahy, 0 - není vydán"
63,D63.8,Daň z průměrného bytu 65m2 v Kč,"Průměrná obytná plocha na 1 obydlený byt v ČR je 65m2. Jaká je výše daně za tento byt u Vás ve městě? Máte-li více koeficientů, uveďte maximální výši daně a minimální výši uveďte do poznámky."
66,D66.1,Lidé v exekuci,Podíl osob v exekuci https://mapazadluzeni.cz/?g=obec&v1=podil_osob_v_exekuci&v1p=2024-Q4 (vyberte správný rok)
66,D66.2,Lidé v insolvenci,Podíl osob v oddlužení ze všech obyvatel https://mapazadluzeni.cz/?g=obec&v1=podil_osob_v_bankrotu&v1p=2024-Q4 (vyberte správný rok)
66,D66.3,Destabilizující chudoba,"Destabilizující chudoba je index, který zahrnuje především exekuce, bytovou nouzi a sociálně vyloučené lokality. Ovlivňuje rodiny a děti napřímo, protože souvisí se stresem a nejistotou, ztrátami bydlení, rozpadem sociálních vazeb a aspirací a nepřítomností pozitivních vzorů. https://www.datapaq.cz/?v1=dest_chudoba&v1p=2025&v1t=hodnoty"
66,D66.4,Socioekonomická rozvinutost,"Socioekonomická rozvinutost regionu je index, který se skládá z podílu lidí s vysokoškolským vzděláním, zaměstnanosti v regionu a podílu zaměstnanců v nejvyšším kvantilu podle výše mzdy. https://www.datapaq.cz/?v1=socioeko_rozvinutost&v1p=2025&v1t=hodnoty"
66,D66.5,Socioekonomické znevýhodnění,"Obecné socioekonomické znevýhodnění je index, který se skládá především z nezaměstnanosti a vzdělanostní struktury obyvatelstva. Socioekonomické znevýhodnění vyjadřuje ekonomické příležitosti a lidský kapitál v dané oblasti. https://www.datapaq.cz/?g=okres&v1=socioeko_znevyhodneni&v1p=2023&v1t=hodnoty"
66,D66.6,Index sociálního vyloučení,"Index sociálního vyloučení se skládá z pěti ukazatelů – příjemců příspěvků na živobytí, příspěvku na bydlení, osob v exekuci, dlouhodobě nezaměstnaných a žáků předčasně odcházejících ze vzdělávání. Popisuje znevýhodnění obyvatel zhoršeným přístupem k jinak dostupným zdrojům. https://www.datapaq.cz/?g=okres&v1=index_socialniho_vylouceni&v1p=2023"
66,D66.7,Vzdělávací neúspěšnost,"Vzdělávací neúspěšnost je index složený z nedokončování základního vzdělání, opakování ročníku, propadání a absencí. Tyto čtyři ukazatele jsou různé projevy jednoho problému – vzdělávací neúspěšnosti, proto je vyjadřujeme v jednom indexu. https://www.datapaq.cz/?v1=vzdel_neuspesnost&v1p=2025&v1t=hodnoty"
66,D66.8,Hodnota indexu kvality života,https://www.obcevdatech.cz/
66,D66.9,Počet vyplacených příspěvků na bydlení na 1000 obyvatel starších 15 let,"Počet vyplacených příspěvků na bydlení na 1000 obyvatel starších 15 let. Hodnota vyjadřuje průměrný měsíc daného roku. Příspěvek na bydlení je dávka státní sociální podpory příslušící domácnostem, jejichž uznatelné náklady na bydlení převyšují 30 % (v Praze 35 %) rozhodného (čistého) příjmu domácnosti. https://www.datapaq.cz/?v1=prispevky_na_bydleni_1000_obyvatel&v1p=2024"
300,D300.1,8000 Financování (součet za třídu 8),
300,D300.2,8111 Krátkodobé vydané dluhopisy (+),
300,D300.3,8112 Uhrazené splátky krátkodobých vydaných dluhopisů (-),
300,D300.4,8113 Krátkodobé přijaté půjčené prostředky (+),
300,D300.5,8114 Uhrazené splátky krátkodobých přijatých půjčených prostředků (-),
300,D300.6,"8115 Změna stavu krátkodobých prostředků na bankovních účtech kromě účtů státních finančních aktiv, které tvoří kapitolu OSFA (+/-)",
300,D300.7,8117 Aktivní krátkodobé operace řízení likvidity - příjmy (+),
300,D300.8,8118 Aktivní krátkodobé operace řízení likvidity - výdaje (-),
300,D300.9,8121 Dlouhodobé vydané dluhopisy (+),
300,D300.10,8122 Uhrazené splátky dlouhodobých vydaných dluhopisů (-),
300,D300.11,8123 Dlouhodobé přijaté půjčené prostředky (+),
300,D300.12,8124 Uhrazené splátky dlouhodobých přijatých půjčených prostředků (-),
300,D300.13,8125 Změna stavu dlouhodobých prostředků na bankovních účtech (+/-),
300,D300.14,8127 Aktivní dlouhodobé operace řízení likvidity - příjmy (+),
300,D300.15,8128 Aktivní dlouhodobé operace řízení likvidity - výdaje (-),
300,D300.16,8211 Krátkodobé vydané dluhopisy (+),
300,D300.17,8212 Uhrazené splátky krátkodobých vydaných dluhopisů (-),
300,D300.18,8213 Krátkodobé přijaté půjčené prostředky (+),
300,D300.19,8214 Uhrazené splátky krátkodobých přijatých půjčených prostředků (-),
300,D300.20,8215 Změna stavu bankovních účtů krátkodobých prostředků ze zahraničí jiných než ze zahraničních dlouhodobých úvěrů (+/-),
300,D300.21,8217 Aktivní krátkodobé operace řízení likvidity - příjmy (+),
300,D300.22,8218 Aktivní krátkodobé operace řízení likvidity - výdaje (-),
300,D300.23,8221 Dlouhodobé vydané dluhopisy (+),
300,D300.24,8222 Uhrazené splátky dlouhodobých vydaných dluhopisů (-),
300,D300.25,8223 Dlouhodobé přijaté půjčené prostředky (+),
300,D300.26,8224 Uhrazené splátky dlouhodobých přijatých půjčených prostředků (-),
300,D300.27,8225 Změna stavu dlouhodobých prostředků na bankovních účtech (+/-),
300,D300.28,8227 Aktivní dlouhodobé operace řízení likvidity - příjmy (+),
300,D300.29,8228 Aktivní dlouhodobé operace řízení likvidity - výdaje (-),
300,D300.30,8901 Operace z peněžních účtů organizace nemající charakter příjmů a výdajů vládního sektoru (+/-),
300,D300.31,8902 Nerealizované kursové rozdíly pohybů na devizových účtech,
300,D300.32,8905 Nepřevedené částky vyrovnávající schodek,
300,D300.8000,Součet za třídu 8,
310,D310.1,A. NÁKLADY CELKEM,
310,D310.2,A.I. Náklady z činnosti,
310,D310.3,A.I.1. Spotřeba materiálu,
310,D310.4,A.I.2. Spotřeba energie,
310,D310.5,A.I.3. Spotřeba jiných neskladovatelných dodávek,
310,D310.6,A.I.4. Prodané zboží,
310,D310.7,A.I.5. Aktivace dlouhodobého majetku,
310,D310.8,A.I.6. Aktivace oběžného majetku,
310,D310.9,A.I.7. Změna stavu zásob vlastní výroby,
310,D310.10,A.I.8. Opravy a udržování,
310,D310.11,A.I.9. Cestovné,
310,D310.12,A.I.10. Náklady na reprezentaci,
310,D310.13,A.I.11. Aktivace vnitroorganizačních služeb,
310,D310.14,A.I.12. Ostatní služby,
310,D310.15,A.I.13. Mzdové náklady,
310,D310.16,A.I.14. Zákonné sociální pojištění,
310,D310.17,A.I.15. Jiné sociální pojištění,
310,D310.18,A.I.16. Zákonné sociální náklady,
310,D310.19,A.I.17. Jiné sociální náklady,
310,D310.20,A.I.18. Daň silniční,
310,D310.21,A.I.19. Daň z nemovitostí,
310,D310.22,A.I.20. Jiné daně a poplatky,
310,D310.23,A.I.22. Smluvní pokuty a úroky z prodlení,
310,D310.24,A.I.23. Jiné pokuty a penále,
310,D310.25,A.I.24. Dary a jiná bezúplatná předání,
310,D310.26,A.I.25. Prodaný materiál,
310,D310.27,A.I.26. Manka a škody,
310,D310.28,A.I.27. Tvorba fondů,
310,D310.29,A.I.28. Odpisy dlouhodobého majetku,
310,D310.30,A.I.29. Prodaný dlouhodobý nehmotný majetek,
310,D310.31,A.I.30. Prodaný dlouhodobý hmotný majetek,
310,D310.32,A.I.31. Prodané pozemky,
310,D310.33,A.I.32. Tvorba a zúčtování rezerv,
310,D310.34,A.I.33. Tvorba a zúčtování opravných položek,
310,D310.35,A.I.34. Náklady z vyřazených pohledávek,
310,D310.36,A.I.35. Náklady z drobného dlouhodobého majetku,
310,D310.37,A.I.36. Ostatní náklady z činnosti,
310,D310.38,A.II. Finanční náklady,
310,D310.39,A.II.1. Prodané cenné papíry a podíly,
310,D310.40,A.II.2. Úroky,
310,D310.41,A.II.3. Kurzové ztráty,
310,D310.42,A.II.4. Náklady z přecenění reálnou hodnotou,
310,D310.43,A.II.5. Ostatní finanční náklady,
310,D310.44,A.III. Náklady na transfery,
310,D310.45,A.III.2. Náklady vybraných místních vládních institucí na transfery,
310,D310.46,A.V. Daň z příjmů,
310,D310.47,A.V.1. Daň z příjmů,
310,D310.48,A.V.2. Dodatečné odvody daně z příjmů,
310,D310.49,B. VÝNOSY CELKEM,
310,D310.50,B.I. Výnosy z činnosti,
310,D310.51,B.I.1. Výnosy z prodeje vlastních výrobků,
310,D310.52,B.I.2. Výnosy z prodeje služeb,
310,D310.53,B.I.3. Výnosy z pronájmu,
310,D310.54,B.I.4. Výnosy z prodaného zboží,
310,D310.55,B.I.5. Výnosy ze správních poplatků,
310,D310.56,B.I.6. Výnosy z místních poplatků,
310,D310.57,B.I.8. Jiné výnosy z vlastních výkonů,
310,D310.58,B.I.9. Smluvní pokuty a úroky z prodlení,
310,D310.59,B.I.10. Jiné pokuty a penále,
310,D310.60,B.I.11. Výnosy z vyřazených pohledávek,
310,D310.61,B.I.12. Výnosy z prodeje materiálu,
310,D310.62,B.I.13. Výnosy z prodeje dlouhodobého nehmotného majetku,
310,D310.63,B.I.14. Výnosy z prodeje dlouhodobého hmotného majetku kromě pozemků,
310,D310.64,B.I.15. Výnosy z prodeje pozemků,
310,D310.65,B.I.16. Čerpání fondů,
310,D310.66,B.I.17. Ostatní výnosy z činnosti,
310,D310.67,B.II. Finanční výnosy,
310,D310.68,B.II.1. Výnosy z prodeje cenných papírů a podílů,
310,D310.69,B.II.2. Úroky,
310,D310.70,B.II.3. Kurzové zisky,
310,D310.71,B.II.4. Výnosy z přecenění reálnou hodnotou,
310,D310.72,B.II.5. Výnosy z dlouhodobého finančního majetku,
310,D310.73,B.II.6. Ostatní finanční výnosy,
310,D310.74,B.IV. Výnosy z transferů,
310,D310.75,B.IV.2. Výnosy vybraných místních vládních institucí z transferů,
310,D310.76,B.V. Výnosy ze sdílených daní a poplatků,
310,D310.77,B.V.1. Výnosy ze sdílené daně z příjmů fyzických osob,
310,D310.78,B.V.2. Výnosy ze sdílené daně z příjmů právnických osob,
310,D310.79,B.V.3. Výnosy ze sdílené daně z přidané hodnoty,
310,D310.80,B.V.4. Výnosy ze sdílených spotřebních daní,
310,D310.81,B.V.5. Výnosy ze sdílených majetkových daní,
310,D310.82,B.V.6. Výnosy z ostatních sdílených daní a poplatků,
310,D310.83,C. VÝSLEDEK HOSPODAŘENÍ,
310,D310.84,C.1. Výsledek hospodaření před zdaněním,
310,D310.85,C.2. Výsledek hospodaření běžného účetního období,
320,D320.1,AKTIVA Aktiva celkem,
320,D320.2,A. Stálá aktiva,
320,D320.3,A.I. Dlouhodobý nehmotný majetek,
320,D320.4,A.I.1. Nehmotné výsledky výzkumu a vývoje,
320,D320.5,A.I.2. Software,
320,D320.6,A.I.3. Ocenitelná práva,
320,D320.7,A.I.4. Povolenky na emise a preferenční limity,
320,D320.8,A.I.5. Drobný dlouhodobý nehmotný majetek,
320,D320.9,A.I.6. Ostatní dlouhodobý nehmotný majetek,
320,D320.10,A.I.7. Nedokončený dlouhodobý nehmotný majetek,
320,D320.11,A.I.8. Poskytnuté zálohy na dlouhodobý nehmotný majetek,
320,D320.12,A.I.9. Dlouhodobý nehmotný majetek určený k prodeji,
320,D320.13,A.II. Dlouhodobý hmotný majetek,
320,D320.14,A.II.1. Pozemky,
320,D320.15,A.II.2. Kulturní předměty,
320,D320.16,A.II.3. Stavby,
320,D320.17,A.II.4. Samostatné hmotné movité věci a soubory hmotných movitých věcí,
320,D320.18,A.II.5. Pěstitelské celky trvalých porostů,
320,D320.19,A.II.6. Drobný dlouhodobý hmotný majetek,
320,D320.20,A.II.7. Ostatní dlouhodobý hmotný majetek,
320,D320.21,A.II.8. Nedokončený dlouhodobý hmotný majetek,
320,D320.22,A.II.9. Poskytnuté zálohy na dlouhodobý hmotný majetek,
320,D320.23,A.II.10. Dlouhodobý hmotný majetek určený k prodeji,
320,D320.24,A.III. Dlouhodobý finanční majetek,
320,D320.25,A.III.1. Majetkové účasti v osobách s rozhodujícím vlivem,
320,D320.26,A.III.2. Majetkové účasti v osobách s podstatným vlivem,
320,D320.27,A.III.3. Dluhové cenné papíry držené do splatnosti,
320,D320.28,A.III.4. Dlouhodobé půjčky,
320,D320.29,A.III.5. Termínované vklady dlouhodobé,
320,D320.30,A.III.6. Ostatní dlouhodobý finanční majetek,
320,D320.31,A.III.7. Pořizovaný dlouhodobý finanční majetek,
320,D320.32,A.III.8. Poskytnuté zálohy na dlouhodobý finanční majetek,
320,D320.33,A.IV. Dlouhodobé pohledávky,
320,D320.34,A.IV.1. Poskytnuté návratné finanční výpomoci dlouhodobé,
320,D320.35,A.IV.2. Dlouhodobé pohledávky z postoupených úvěrů,
320,D320.36,A.IV.3. Dlouhodobé poskytnuté zálohy,
320,D320.37,A.IV.4. Dlouhodobé pohledávky z ručení,
320,D320.38,A.IV.5. Ostatní dlouhodobé pohledávky,
320,D320.39,A.IV.6. Dlouhodobé poskytnuté zálohy na transfery,
320,D320.40,B. Oběžná aktiva,
320,D320.41,B.I. Zásoby,
320,D320.42,B.I.1. Pořízení materiálu,
320,D320.43,B.I.2. Materiál na skladě,
320,D320.44,B.I.3. Materiál na cestě,
320,D320.45,B.I.4. Nedokončená výroba,
320,D320.46,B.I.5. Polotovary vlastní výroby,
320,D320.47,B.I.6. Výrobky,
320,D320.48,B.I.7. Pořízení zboží,
320,D320.49,B.I.8. Zboží na skladě,
320,D320.50,B.I.9. Zboží na cestě,
320,D320.51,B.I.10. Ostatní zásoby,
320,D320.52,B.II. Krátkodobé pohledávky,
320,D320.53,B.II.1. Odběratelé,
320,D320.54,B.II.2. Směnky k inkasu,
320,D320.55,B.II.3. Pohledávky za eskontované cenné papíry,
320,D320.56,B.II.4. Krátkodobé poskytnuté zálohy,
320,D320.57,B.II.5. Jiné pohledávky z hlavní činnosti,
320,D320.58,B.II.6. Poskytnuté návratné finanční výpomoci krátkodobé,
320,D320.59,B.II.7. Krátkodobé pohledávky z postoupených úvěrů,
320,D320.60,B.II.8. Pohledávky z přerozdělovaných daní,
320,D320.61,B.II.9. Pohledávky za zaměstnanci,
320,D320.62,B.II.10. Sociální zabezpečení,
320,D320.63,B.II.11. Zdravotní pojištění,
320,D320.64,B.II.12. Důchodové spoření,
320,D320.65,B.II.13. Daň z příjmů,
320,D320.66,"B.II.14. Ostatní daně, poplatky a jiná obdobná peněžitá plnění",
320,D320.67,B.II.15. Daň z přidané hodnoty,
320,D320.68,B.II.16. Pohledávky za osobami mimo vybrané vládní instituce,
320,D320.69,B.II.17. Pohledávky za vybranými ústředními vládními institucemi,
320,D320.70,B.II.18. Pohledávky za vybranými místními vládními institucemi,
320,D320.71,B.II.23. Krátkodobé pohledávky z ručení,
320,D320.72,B.II.24. Pevné termínové operace a opce,
320,D320.73,B.II.25. Pohledávky z neukončených finančních operací,
320,D320.74,B.II.26. Pohledávky z finančního zajištění,
320,D320.75,B.II.27. Pohledávky z vydaných dluhopisů,
