code,name,agenda,kind,unit
1.2.2,% cizinců ve správním obvodu s rozšířenou působností,,prepocet,
1.3,% počtu obyvatel obce vzhledem ke správnímu obvodu s rozšířenou působností,,prepocet,
1.4.1,Počet obyvatel správního obvodu obce s působností matričního úřadu VČETNĚ cizinců,,prepocet,
1.5.1,Počet obyvatel správního obvodu obce s působností stavebního úřadu VČETNĚ cizinců,,prepocet,
1.6,Počet obyvatel na km2 území obce,,prepocet,
1.7,Počet obyvatel na km2 území správního obvodu obce s rozšířenou působností,,prepocet,
1.8,Počet obcí ve správním obvodu obce s rozšířenou působností,,prepocet,
1.9,Podíl nezaměstnaných na obyvatelstvu v % v obci (nebo v okrese),,prepocet,
1.10,Podíl nezaměstnaných na obyvatelstvu v % ve správním obvodu obce s rozšířenou působností (nebo v okrese),,prepocet,
1.11,Průměrný fyzický počet zaměstnanců obce zařazených v obecním úřadě,,prepocet,
1.12,Průměrný evidenční přepočtený počet zaměstnanců obce zařazených v obecním úřadě,,prepocet,
1.13,Průměrný evidenční přepočtený počet zaměstnanců na 1 000 obyvatel správního obvodu,,prepocet,
1.14,Počet úvazků z přenesené působnosti k počtu obyvatel ORP (přepočteno na 1000 obyvatel ORP),,prepocet,
1.15,Počet úvazků ze samosprávy (vč. městské policie) k počtu obyvatel města (přepočteno na 1000 obyvatel města),,prepocet,
2.1,Počet pracovníků na 1000 obyvatel správního obvodu,,prepocet,
2.2.1,Počet sledovaných úkonů na pracovníka evidence obyvatel,,prepocet,
2.2.2,Struktura sledovaných úkonů v %,,prepocet,
2.3.3,Saldo počtu přihlášení a odhlášení trvalého pobytu (celkem za správní obvod),,prepocet,
2.3.4,Změna počtu osob přihlášených k trvalému pobytu,,prepocet,
2.5,Počet úředních hodin v týdnu,,prepocet,
2.6,Průměrná čekací doba (v minutách),,prepocet,
2.7.1,Provozní výdaje na jeden sledovaný úkon v Kč,,prepocet,
2.7.2,Provozní výdaje na úvazek agendy v tis. Kč,,prepocet,
2.8,Počet osob přihlášených k trvalému pobytu na ohlašovně obce na 1 000 obyvatel obce,,prepocet,
3.1.1,Počet pracovníků MATRIKY na 1000 obyvatel správního obvodu obce s působností matričního úřadu,,prepocet,
3.1.2,Počet úvazků vidimací a legalizací na 1000 obyvatel správního obvodu,,prepocet,
3.2,Vidimace a legalizace - počet případů na zaměstnance (úvazky za všechna pracoviště úřadu celkem),,prepocet,
3.3,Počet obcí v působnosti matričního úřadu,,prepocet,
3.4,Počet matričních úřadů ve správním obvodu,,prepocet,
3.5.1,Počet sledovaných úkonů na pracovníka matriky (bez vidimací a legalizací),,prepocet,
3.5.2,% žádostí o uzavření manželství a partnerství mimo stanovenou dobu a místo z počtu sňatků celkem,,prepocet,
3.5.3,Struktura sledovaných úkonů celkem v %,,prepocet,
3.5.4,Struktura sledovaných úkonů bez vidimací a legalizací v %,,prepocet,
3.6,Počet úředních hodin v týdnu,,prepocet,
3.7,Průměrná čekací doba (v minutách),,prepocet,
3.8.1,Provozní výdaje na jeden sledovaný úkon v Kč (bez vidimací a legalizací),,prepocet,
3.8.2,Provozní výdaje na úvazek agendy v tis. Kč,,prepocet,
3.9.1,Počet narození na 1 000 obyvatel,,prepocet,
3.9.2,Počet sňatků a partnerství na 1 000 obyvatel,,prepocet,
3.9.3,Počet úmrtí na 1 000 obyvatel,,prepocet,
4.1,Počet pracovníků na 1000 obyvatel správního obvodu,,prepocet,
4.2,Počet sledovaných úkonů na pracovníka,,prepocet,
4.3,% počtu žádostí off line (v terénu) z počtu žádostí o vydání OP celkem,,prepocet,
4.4,Počet úředních hodin v týdnu,,prepocet,
4.5,Průměrná čekací doba (v minutách),,prepocet,
4.6,Struktura sledovaných úkonů v %,,prepocet,
4.7.1,Provozní výdaje na jeden sledovaný úkon v Kč,,prepocet,
4.7.2,Provozní výdaje na úvazek agendy v tis. Kč,,prepocet,
4.7.3,Provozní výdaje na vydaný OP v Kč,,prepocet,
4.8,Příjmy ze správních poplatků a pokut na jeden sledovaný úkon v Kč,,prepocet,
4.9,Počet řešených přestupků celkem na úvazek agendy,,prepocet,
4.10,Počet přestupků vyřízených v PŘÍKAZNÍM řízení na úvazek agendy,,prepocet,
5.1,Počet pracovníků na 1000 obyvatel správního obvodu,,prepocet,
5.2,Počet sledovaných úkonů na pracovníka,,prepocet,
5.3,Počet úředních hodin v týdnu,,prepocet,
5.4,Průměrná čekací doba (v minutách),,prepocet,
5.5,Struktura sledovaných úkonů v %,,prepocet,
5.6.1,Provozní výdaje na jeden sledovaný úkon v Kč,,prepocet,
5.6.2,Provozní výdaje na úvazek agendy v tis. Kč,,prepocet,
5.6.3,Provozní výdaje na vydaný CD v Kč,,prepocet,
5.7,Příjmy ze správních poplatků a pokut na jeden sledovaný úkon v Kč,,prepocet,
5.8,Počet řešených přestupků celkem na úvazek agendy,,prepocet,
5.9,Počet přestupků vyřízených v PŘÍKAZNÍM řízení na úvazek agendy,,prepocet,
6.1,Počet pracovníků na 1000 obyvatel správního obvodu,,prepocet,
6.3.1,Struktura pracovníků dle pohlaví v %,,prepocet,
6.3.2,% zastoupení žen z celkového počtu zaměstnanců,,prepocet,
6.3.3,% zastoupení mužů z celkového počtu zaměstnanců,,prepocet,
6.4.1,Věková struktura pracovníků v %,,prepocet,
6.4.2,Index stáří úřadu,,prepocet,
6.4.3,Index stáří vedoucích zaměstnanců,,prepocet,
6.4.4,% zastoupení zaměstnanců s nárokem na starobní důchod,,prepocet,
6.5.1,Vzdělanostní struktura pracovníků v %,,prepocet,
6.5.2,Ukazatel vzdělanostní úrovně zaměstnanců,,prepocet,
6.6,Struktura zaměstnanců podle zařazení,,prepocet,
6.7,Struktura vedoucích úředníků podle pohlaví,,prepocet,
6.8,Věková struktura vedoucích úředníků,,prepocet,
6.9.1,% zastoupení vedoucích úředníků s vysokoškolským vzděláním,,prepocet,
6.9.2,% zastoupení vedoucích úředníků s vyšším odborným vzděláním,,prepocet,
6.10.1,Náklady v Kč na vzdělávání celkem na jednoho zaměstnance (včetně ZOZ),,prepocet,
6.10.2,Náklady v Kč na vzdělávání celkem na jednoho úředníka (včetně ZOZ),,prepocet,
6.12.1,Průměrný počet absolvovaných vzdělávacích akcí na jednoho pracovníka,,prepocet,
6.12.2,Průměrný počet absolvovaných vzdělávacích akcí na jednoho úředníka,,prepocet,
6.12.3,Průměrný počet absolvovaných vzdělávacích akcí E-learning na jednoho pracovníka,,prepocet,
6.12.5,Průměrný počet absolvovaných vzdělávacích akcí - ON-LINE kurzy,,prepocet,
6.13.1,Vážený index stáří úřadu (vážený průměrný věk),,prepocet,
6.13.2,Vážený index stáří vedoucích úředníků (vážený průměrný věk),,prepocet,
6.13.3,Index demografického rizika úřadu (počet zam. 51+ na zam. do 30 let),,prepocet,
6.13.4,Index odchodového rizika (počet zam. s nárokem na důchod na zam. do 30 let),,prepocet,
6.13.5,Index generační obnovy úřadu (počet zam. do 30 let na zam. 51+),,prepocet,
7.3,Počet sledovaných úkonů na jednoho pracovníka registru řidičů,,prepocet,
7.3.1,Počet všech rozhodnutí vydaných ve správních řízeních na úseku registru řidičů na jednoho pracovníka registru řidičů,,prepocet,
7.3.2,Počet pracovníků registru řidičů na 1 000 obyvatel správního obvodu,,prepocet,
7.4,Počet řidičů na jednoho pracovníka registru řidičů,,prepocet,
7.6,Průměrná čekací doba (v minutách),,prepocet,
7.7,Provozní výdaje na jeden sledovaný úkon v Kč,,prepocet,
7.8,Příjem správních poplatků na jeden sledovaný úkon v Kč,,prepocet,
7.8.1,Příjem správních poplatků na jeden vydaný řidičský průkaz (včetně mezinárodních) v Kč,,prepocet,
7.9,Počet zaměstnanců - pracovních úvazků v agendě registr řidičů celkem,,prepocet,
8.3,Počet sledovaných úkonů na jednoho pracovníka registrace,,prepocet,
8.4,Počet vozidel na jednoho pracovníka,,prepocet,
8.4.1,Počet pracovníků registru vozidel na 1 000 obyvatel správního obvodu,,prepocet,
8.6,Průměrná čekací doba (v minutách),,prepocet,
8.7,Příjem správních poplatků v Kč na jeden sledovaný úkon,,prepocet,
8.9,Provozní výdaje na jeden sledovaný úkon v Kč,,prepocet,
8.10,Počet lustrací (výdejů dat z registru) k počtu provedených úkonů celkem (údaj z CRV) v %,,prepocet,
8.11,Počet všech správních rozhodnutí na úseku registru vozidel k celkovému počtu sledovaných úkonů na registru vozidel v %,,prepocet,
8.12,Počet zaměstnanců - pracovních úvazků v agendě registr vozidel celkem,,prepocet,
9.3,Počet zkoušek celkem na jednoho zkušebního komisaře,,prepocet,
9.3.1,Počet zkušebních komisařů na 1 000 obyvatel správního obvodu,,prepocet,
9.4,Procento úspěšných žadatelů o řidičské oprávnění při 1. zkoušce,,prepocet,
9.5,Počet autoškol ve správním obvodu,,prepocet,
9.6,Provozní výdaje na jednu zkoušku v Kč,,prepocet,
9.7,Příjem správních poplatků na jednu zkoušku v Kč,,prepocet,
9.8,Počet zaměstnanců - pracovních úvazků v agendě zkušební komisaři celkem,,prepocet,
10.1,Počet oznámených skutkových podstat na jednoho pracovníka,,prepocet,
10.1.1,"Počet oznámených skutkových podstat na pracovníka (BEZ oznámených skutkových podstat dle §125f, odst. 2, písm. a) zákona 361/2000 Sb.)",,prepocet,
10.1.2,"Počet oznámených skutkových podstat na pracovníka dle §125f, odst. 2, písm. a) zákona 361/2000 Sb.",,prepocet,
10.2,Počet přestupků vyřízených příkazem na místě na jednoho pracovníka,,prepocet,
10.3,Počet přestupků vyřízených příkazem na jednoho pracovníka,,prepocet,
10.4,Počet přestupků vyřízených rozhodnutím na jednoho pracovníka,,prepocet,
10.5,Počet odložených přestupků na jednoho zaměstnance,,prepocet,
10.6,Celkový počet odvolání k celkovému počtu rozhodnutí (%),,prepocet,
10.7,Objem uložených pokut v Kč na počet oznámených skutkových podstat CELKEM,,prepocet,
10.8,Je provozován automatizovaný systém měření rychlosti a generuje výzvy?,,prepocet,
10.9,Je provozován automatizovaný systém parkování a generuje výzvy?,,prepocet,
10.10,Je provozován systém detekce jízdy na červenou a generuje výzvy?,,prepocet,
10.11,"Počet oznámených skutkových podstat dle §125f, odst. 2, písm. a) k celkovému počtu oznámených skutkových podstat dle zákona 361/2000 Sb. (%)",,prepocet,
10.12,"Počet zaměstnanců - pracovních úvazků celkem; SOUČET ZA PŘESTUPKY dle zákonů 361/2000 Sb., 168/1999 Sb. a 56/2001 Sb.",,prepocet,
10.12.1,"Procento úvazků zaměstnanců, kteří zpracovávají zpracovávají přestupky dle §125f, odst. 2, písm. a) zákona 361/2000 Sb.",,prepocet,
10.13,Struktura počtu oznámených skutkových podstat,,prepocet,
10.14,Struktura přestupků vyřízených rozhodnutím,,prepocet,
10.15,Počet oznámených skutkových podstat na 1 000 obyvatel správního obvodu,,prepocet,
10.16,Počet přestupků vyřízených rozhodnutím na 1 000 obyvatel správního obvodu,,prepocet,
10.17,Počet zaměstnanců v agendách dopravních přestupků na 1 000 obyvatel správního obvodu,,prepocet,
11.3,Počet sledovaných úkonů na pracovníka,,prepocet,
11.4,Struktura sledovaných úkonů,,prepocet,
11.5,Provozní výdaje na jeden sledovaný úkon v Kč,,prepocet,
11.7,Počet zaměstnanců - pracovních úvazků v agendě silniční správní úřad celkem,,prepocet,
11.8,Počet pracovníků silničního správního úřadu na 1 000 obyvatel správního obvodu,,prepocet,
12.3,Počet sledovaných úkonů celkem na jednoho pracovníka,,prepocet,
12.4,"Struktura sledovaných úkonů za agendy MHD, TAXI a SME",,prepocet,
12.5,Provozní výdaje na jeden sledovaný úkon v Kč,,prepocet,
12.6,Počet zaměstnanců - pracovních úvazků v agendě dopravní úřad celkem,,prepocet,
12.7,Počet pracovníků dopravního úřadu na 1 000 obyvatel správního obvodu,,prepocet,
14.3,Celkem řešených ÚPD a změn ÚPD ve sledovaném roce - město,,prepocet,
14.4,Celkem řešených ÚPD a změn ÚPD ve sledovaném roce - na žádost obcí správního území,,prepocet,
14.5,Počet řešených přezkumů ve sledovaném roce,,prepocet,
14.6,Počet sledovaných úkonů celkem na jednoho pracovníka,,prepocet,
14.7,Celkem řešených ÚPD a změn ÚPD - město a obce správního území na jednoho pracovníka,,prepocet,
14.8,"Počet vydaných a sledovaných ÚPI a Počet stanovisek, vyjádření, sdělení na jednoho pracovníka",,prepocet,
14.8.1,Počet vydaných závazných stanovisek na jednoho pracovníka,,prepocet,
14.9,Struktura úvazků,,prepocet,
14.10,Podíl úřadu územního plánování na zpracování ÚAP (%),,prepocet,
14.11,"Struktura sledovaných úkonů (BEZ ÚPI a stanovisek, vyjádření, sdělení)",,prepocet,
14.11.1,"Struktura sledovaných úkonů (včetně ÚPI a stanovisek, vyjádření, sdělení)",,prepocet,
14.12,Provozní výdaje na jeden sledovaný úkon v Kč,,prepocet,
14.13,Počet zaměstnanců - pracovních úvazků v agendě územní plánování celkem (BEZ úvazků pro ÚAP),,prepocet,
14.14,Počet pracovníků územního plánování (včetně ÚAP) na 1 000 obyvatel správního obvodu,,prepocet,
15.1,Počet rozhodnutí na 1 pracovníka,,prepocet,
15.2,Počet sledovaných úkonů celkem na jednoho pracovníka,,prepocet,
15.3,Počet památkově chráněných objektů,,prepocet,
15.4,"Počet památk. zón, rezervací, ochranných pásem správ. obvodu obce s rozšířenou působností",,prepocet,
15.5,Provozní výdaje na jeden sledovaný úkon v Kč,,prepocet,
15.7,Počet žádostí o finanční podporu na obnovu kulturních památek (podpora obce),,prepocet,
15.8,Počet uspokojených žádostí (podpora obce),,prepocet,
15.9,Počet zaměstnanců - pracovních úvazků v agendě památková péče celkem,,prepocet,
16.1,Celkový počet vydaných rozhodnutí ve věci na pracovníka (agendy),,prepocet,
16.2,"Celkový počet procesních ""rozhodnutí"" na pracovníka (agendy)",,prepocet,
16.3,Celkový počet vyjádření na pracovníka (agendy),,prepocet,
16.4,Celkový počet předběžných informací na pracovníka (agendy),,prepocet,
16.5,Celkový počet kontrolních prohlídek a kontrol dle kontrolního řádu na pracovníka (agendy),,prepocet,
16.6,Struktura celkového počtu vydaných rozhodnutí,,prepocet,
16.7,"Struktura celkového počtu povolení záměru, změny záměru před dokončením, prodloužení doby trvání stavby",,prepocet,
16.8,Užívání stavby - struktura celkového počtu vydaných rozhodnutí,,prepocet,
16.9,Odstraňování staveb - struktura celkového počtu vydaných rozhodnutí,,prepocet,
16.10,Počet projednaných přestupků na pracovníka (agendy),,prepocet,
16.11,Odvolacím orgánem zrušená rozhodnutí k počtu všech odvolání (v %),,prepocet,
16.12,Odvolacím orgánem zrušená rozhodnutí k počtu všech vydaných rozhodnutí (v %),,prepocet,
16.13,"Počet žádostí o informace dle zákona č. 106/1999 Sb., o svobodném přístupu k informacím",,prepocet,
16.14,Počet katastrálních území ve správním obvodu ORP,,prepocet,
16.15,Počet zaměstnanců - pracovních úvazků v agendě obecní stavební úřad celkem,,prepocet,
16.15.1,Procento reálně obsazených pracovních úvazků SÚ,,prepocet,
16.16,"Počet pracovníků na 1000 obyvatel správního obvodu obce s rozšířenou působností, VČETNĚ cizinců",,prepocet,
16.17,"Počet pracovníků na 1000 obyvatel správního obvodu s působností stavebního úřadu, VČETNĚ cizinců",,prepocet,
17.2.1,Počet oznámených skutkových podstat dle zákona 251/2016 Sb. na 1 000 obyvatel obce,,prepocet,
17.2.1.1,Počet oznámených skutkových podstat dle zákona 251/2016 Sb. na 1 000 obyvatel obce a obcí s nimiž je uzavřena veřejnoprávní smlouva,,prepocet,
17.2.2,Počet oznámených skutkových podstat dle zákona 251/2016 Sb. na zaměstnance,,prepocet,
17.2.3,% struktura přestupků dle způsobu vyřízení (zákon 251/2016 Sb.),,prepocet,
17.2.4,% odvolání z počtu oznámených skutkových podstat (zákon 251/2016 Sb.),,prepocet,
17.2.5,Počet odvolání dle zákona 251/2016 Sb. na zaměstnance,,prepocet,
17.3.1,Počet oznámených skutkových podstat OSTATNÍCH PŘESTUPKŮ dle zvláštních právních předpisů na zaměstnance,,prepocet,
17.3.2,% struktura OSTATNÍCH PŘESTUPKŮ dle způsobu vyřízení,,prepocet,
17.3.3,% odvolání z počtu oznámených skutkových podstat (OSTATNÍ PŘESTUPKY),,prepocet,
17.3.4,Počet odvolání na zaměstnance (OSTATNÍ PŘESTUPKY),,prepocet,
17.4.1,Počet oznámených skutkových podstat CELKEM na zaměstnance,,prepocet,
17.4.2,Počet oznámených skutkových podstat CELKEM na 1 000 obyvatel obce,,prepocet,
17.4.3,Objem uložených pokut v Kč včetně nákladů řízení dle zákona 251/2016 Sb. a ostatních právních předpisů na počet oznámení CELKEM,,prepocet,
17.5.1,Počet zaměstnanců - pracovních úvazků,,prepocet,
17.5.2,Počet zaměstnanců agendy přestupků dle zákona 251/2016 Sb. na 1 000 obyvatel obvodu pro nějž výkon agendy zajišťuje,,prepocet,
17.6.1,"Počet obcí, za které úřad projednává přestupky dle zákona 251/2016 Sb. na základě rozhodnutí Krajského úřadu ve věci převodu výkonu této agendy",,prepocet,
17.6.2,Počet uzavřených veřejnoprávních smluv o řešení přestupků dle zákona 251/2016 Sb.,,prepocet,
17.7.1,"Počet OBYVATEL OBCÍ, za které úřad projednává přestupky na základě rozhodnutí Krajského úřadu ve věci převodu výkonu agendy a OBCÍ, s nimiž jsou uzavřeny veřejnoprávní smlouvy",,prepocet,
17.7.2,Projednáváte přestupky v přestupkové komisi? (ano = 1),,prepocet,
18.1,Počet držitelů živnostenských oprávnění na 1000 obyvatel správního obvodu obce s rozšířenou působností,,prepocet,
18.2.1,Počet držitelů živnostenských oprávnění připadajících na jednoho pracovníka ŽÚ,,prepocet,
18.2.2,Počet všech živnostenských oprávnění připadajících na jednoho pracovníka ŽÚ,,prepocet,
18.2.3,Počet pracovníků ŽÚ na 10 000 obyvatel správního obvodu,,prepocet,
18.3.1,Počet vybraných úkonů v registraci celkem na jednoho registračního pracovníka ŽÚ,,prepocet,
18.3.2,Struktura sledovaných úkonů registrace v %,,prepocet,
18.4,% podíl sankčních zrušení živnostenských oprávnění z počtu zrušení živnostenských oprávnění celkem,,prepocet,
18.5,Počet podnětů celkem na jeden úvazek zaměstnanců Živnostenského úřadu,,prepocet,
18.5.1,% podíl podnětů od cizích osob z počtu podnětů celkem,,prepocet,
18.5.2,% podíl avíz a usnesení z počtu podnětů celkem,,prepocet,
18.6,"Počet kontrol, úkonů a úředních záznamů na jednoho kontrolního pracovníka ŽÚ",,prepocet,
18.6.1,Počet předmětů kontrol připadajících na jednu kontrolu,,prepocet,
18.7.1,Počet uložených pokut příkazem a pokut v přestupkovém řízení (v ks) na jednoho kontrolního pracovníka,,prepocet,
18.7.2,Počet uložených pokut příkazem a pokut v přestupkovém řízení (v ks) na počet kontrol,,prepocet,
18.8,Průměrná výše pokuty uložené příkazem na místě v Kč,,prepocet,
18.9,Průměrná výše pokuty uložené v přestupkovém řízení v Kč,,prepocet,
18.10,Počet kontrol připadajících na 1 000 držitelů živnostenského oprávnění,,prepocet,
18.11,Počet registrovaných zemědělských podnikatelů na jednoho pracovníka této agendy,,prepocet,
18.11.1,Počet registrovaných zemědělských podnikatelů,,prepocet,
18.12,Provozní výdaje v Kč na jeden sledovaný úkon v registraci,,prepocet,
18.13,Struktura pracovních úvazků v agendě Živnostenského úřadu v %,,prepocet,
18.14,Struktura pracovních úvazků na odboru celkem v %,,prepocet,
18.15,Počet úředních hodin v týdnu,,prepocet,
19.1,Podíl nezaměstnaných na obyvatelstvu v % ve správním obvodu obce s rozšířenou působností (nebo v okrese),,prepocet,
19.2,% podíl dětí do 18 let ve správním obvodu ORP k celkovému počtu obyvatel,,prepocet,
19.3,Míra náročnosti výkonu sociální práce,,prepocet,
19.4,Evidovaný počet případů SPOD na 1 000 obyvatel správního obvodu,,prepocet,
19.5,Evidovaný počet případů SPOD na zaměstnance (bez úvazků na zajištění náhradní rodinné péče),,prepocet,
19.5.1,Počet případů SPOD zaevidovaných za sledovaný rok na zaměstnance (bez úvazků na zajištění náhradní rodinné péče),,prepocet,
19.5.2,"Počet případů kolizního opatrovnictví, poručnictví na zaměstnance (bez úvazků na zajištění náhradní rodinné péče)",,prepocet,
19.5.3,Počet spisů pomocné evidence na zaměstnance (bez úvazků na zajištění náhradní rodinné péče),,prepocet,
19.5.4.1,Počet dětí umístěných v náhradní péči zařízení pro péči o děti na zaměstnance (bez úvazků na zajištění náhradní rodinné péče),,prepocet,
19.5.4.2,Celkový počet dětí umístěných v náhradní péči zařízení pro péči o děti na zaměstnance (bez úvazků na zajištění náhradní rodinné péče),,prepocet,
19.5.4.3,Počet vypracovaných IPOD dětí dle § 6 zákona č. 359/1999 Sb. na zaměstnance,,prepocet,
19.5.5,"Počet dětí, u kterých byl soudem či OSPOD stanoven dohled na zaměstnance",,prepocet,
19.5.6,Počet zásahů v rámci pohotovostní služby OSPOD mimo pracovní dobu na zaměstnance (bez úvazků na zajištění náhradní rodinné péče),,prepocet,
19.5.7,Počet pořádaných případových konferencí na zaměstnance,,prepocet,
19.5.8,Počet dohod o výkonu pěstounské péče uzavřených OSPOD na zaměstnance (bez úvazků na zajištění náhradní rodinné péče),,prepocet,
19.5.9,Počet sociálních šetření a soudních jednání na zaměstnance,,prepocet,
19.5.10.1,"Počet sociálních šetření na zaměstnance (bez úvazků na zajištění náhradní rodinné péče) - vyplňují pouze OSPOD, které průkazně sledují",,prepocet,
19.5.10.2,"Počet soudních jednání na zaměstnance (bez úvazků na zajištění náhradní rodinné péče) - vyplňují pouze OSPOD, které průkazně sledují",,prepocet,
19.5.10.3,Poměr soudních jednání a sociálních šetření v %,,prepocet,
19.5.10.4,Struktura sledovaných případů a úkonů v %,,prepocet,
19.5.11.1,Náklady (příjmy) na výkon OSPOD dle vyúčtování dotace MPSV v tis. Kč na úvazek,,prepocet,
19.5.11.2,Náklady (příjmy) na výkon OSPOD dle vyúčtování dotace MPSV v tis. Kč na evidovaný případ,,prepocet,
19.6.1,Počet dětí v náhradní rodinné péči na zaměstnance zajišťujícího tuto agendu,,prepocet,
19.6.2,Počet osob vykonávajících náhradní rodinnou péči na zaměstnance zajišťujícího tuto agendu,,prepocet,
19.6.3,Počet dětí v náhradní rodinné péči na 1 000 obyvatel správního obvodu,,prepocet,
19.6.4,Celkový počet dětí svěřených do pěstounské péče na přechodnou dobu na zaměstnance zajišťujícího tuto agendu,,prepocet,
19.7,Počet klientů kurátora pro děti a mládež na zaměstnance (kurátora),,prepocet,
19.8.1,ZVLÁŠTNÍ PŘÍJEMCE DÁVEK DŮCHODOVÉHO POJIŠTĚNÍ - počet správních rozhodnutí na 1 000 obyvatel obce,,prepocet,
19.8.2,ZVLÁŠTNÍ PŘÍJEMCE DÁVEK DŮCHODOVÉHO POJIŠTĚNÍ - počet evidovaných zvláštních příjemců dávek důchodového pojištění na 1 000 obyvatel obce,,prepocet,
19.9.1,VEŘEJNÉ OPATROVNICTVÍ - počet opatrovanců na 1 000 obyvatel obce,,prepocet,
19.9.2,VEŘEJNÉ OPATROVNICTVÍ - počet opatrovanců na úvazek zaměstnance agendy,,prepocet,
19.9.3,VEŘEJNÉ OPATROVNICTVÍ - % opatrovanců v pobytových zařízeních,,prepocet,
19.9.4,VEŘEJNÉ OPATROVNICTVÍ - Počty případů a sledovaných úkonů na zaměstnance agendy,,prepocet,
19.9.5,VEŘEJNÉ OPATROVNICTVÍ - % poměr sociálních šetření a návštěv,,prepocet,
19.10.1,SOCIÁLNÍ PRÁCE - OHROŽENÉ A VYLOUČENÉ OSOBY - počet spisů NA 1 000 OBYVATEL OBCE S POVĚŘENÝM ÚŘADEM,,prepocet,
19.10.2,SOCIÁLNÍ PRÁCE - OHROŽENÉ A VYLOUČENÉ OSOBY - počet anonymních klientů na 1 000 OBYVATEL OBCE S POVĚŘENÝM ÚŘADEM,,prepocet,
19.10.3,SOCIÁLNÍ PRÁCE - OHROŽENÉ A VYLOUČENÉ OSOBY - počet spisů na zaměstnance agendy,,prepocet,
19.10.4,SOCIÁLNÍ PRÁCE - OHROŽENÉ A VYLOUČENÉ OSOBY - počet anonymních klientů na zaměstnance agendy,,prepocet,
19.10.5,SOCIÁLNÍ PRÁCE - OHROŽENÉ A VYLOUČENÉ OSOBY - počet sociálních šetření na zaměstnance agendy,,prepocet,
19.11.1,SOCIÁLNÍ KURATELA - OSOBY VE VÝKONU VAZBY A TRESTU ODNĚTÍ SVOBODY - počet návštěv ve věznicích na zaměstnance agendy,,prepocet,
19.11.2,SOCIÁLNÍ KURATELA - počet vypracovaných IPMD na zaměstnance agendy,,prepocet,
19.12.1,VÝMĚNA A VÝDEJ PARKOVACÍCH PRŮKAZŮ počet ks za období sledovaného roku,,prepocet,
19.12.2,VÝMĚNA A VÝDEJ PARKOVACÍCH PRŮKAZŮ počet ks na 1 000 obyvatel správního obvodu,,prepocet,
19.13.1,POČET UZAVŘENÝCH (PODEPSANÝCH) SMLUV A DODATKŮ DLE § 91 odst. 6 zák. č. 108/2006 Sb.,,prepocet,
19.13.2,POČET UZAVŘENÝCH (PODEPSANÝCH) SMLUV A DODATKŮ DLE § 91 odst. 6 zák. č. 108/2006 Sb. na 1 000 obyvatel správního obvodu,,prepocet,
19.14.1,POČET SOCIÁLNÍCH POHŘBŮ na 1 000 obyvatel obce,,prepocet,
19.14.2,POČET SOCIÁLNÍCH POHŘBŮ ve sledovaném roce,,prepocet,
19.15.1,Počet pracovních úvazků odboru sociálních věcí celkem (bez kategorie ostatní) na 1 000 obyvatel správního obvodu,,prepocet,
19.15.2,Struktura úvazků (bez kategorie ostatních zaměstnanců) v %,,prepocet,
19.15.3,Počet ostatních zaměstnanců - pracovních úvazků odboru sociálních věcí na 1 000 obyvatel správního obvodu,,prepocet,
20.1,Počet pravomocně vydaných rozhodnutí na jednoho zaměstnance,,prepocet,
20.2.1,"Celkový počet přestupků řešených rozhodnutím, příkazem, příkazem na místě nebo blokovou pokutou na jednoho zaměstnance",,prepocet,
20.2.2,"Vyplňte 1 pokud přestupky řešíte sami na odboru, 0 pokud je předáváte k řešení na specializované pracoviště, odbor, oddělení nebo 2 (kombinace, jiné)",,prepocet,
20.3,% povolení nakládání s vodami z vydaných rozhodnutí celkem,,prepocet,
20.4,% vydaných opatření obecné povahy z vydaných rozhodnutí celkem,,prepocet,
20.5,Počet vydaných souhlasů dle §17 MIMO JES na jednoho zaměstnance,,prepocet,
20.6,Počet řešených havarijních situací na jednoho zaměstnance,,prepocet,
20.7,Počet provedených kontrol (dozorů) se zápisem na jednoho zaměstnance,,prepocet,
21.1,Počet vydaných správních rozhodnutí na jednoho zaměstnance,,prepocet,
21.1.1,% vydaných správních rozhodnutí z moci úřední z vydaných rozhodnutí celkem,,prepocet,
21.1.2,"Celkový počet přestupků řešených rozhodnutím, příkazem, příkazem na místě nebo blokovou pokutou na jednoho zaměstnance",,prepocet,
21.1.3,"Vyplňte 1 pokud přestupky řešíte sami na odboru, 0 pokud je předáváte k řešení na specializované pracoviště, odbor, oddělení nebo 2 (kombinace, jiné)",,prepocet,
21.4,Výměra pozemků určených k plnění funkce lesa ve správním obvodu v hektarech na jednoho zaměstnance,,prepocet,
